account,sector,year_established,revenue,employees,office_location,subsidiary_of,Table,Field,Description,product,series,sales_price,opportunity_id,sales_agent,deal_stage,engage_date,close_date,close_value,manager,regional_office
Dontechi,,,,,,,,,,GTX Basic,,,XK668R7C,Darcel Schlecht,Lost,2016-12-03,2017-03-12,0.0,,
Funholding,,,,,,,,,,GTXPro,,,TZCAQWL3,Darcel Schlecht,Lost,2016-12-03,2017-03-19,0.0,,
Globex Corporation,,,,,,,,,,GTX Basic,,,BADC6A9H,Darcel Schlecht,Won,2016-12-03,2017-03-23,516.0,,
Rangreen,,,,,,,,,,GTXPro,,,B8E0UUZR,Darcel Schlecht,Won,2016-12-03,2017-03-22,4829.0,,
Dontechi,,,,,,,,,,GTX Plus Basic,,,I043RXJV,Moses Frase,Lost,2016-12-03,2017-03-17,0.0,,
Donquadtech,,,,,,,,,,GTX Plus Basic,,,MWWB44CC,Reed Clapper,Won,2016-12-03,2017-03-02,950.0,,
Xx-holding,,,,,,,,,,GTX Plus Basic,,,HBTINPDG,Vicki Laflamme,Lost,2016-12-03,2017-03-09,0.0,,
Initech,,,,,,,,,,GTX Basic,,,DZ3KHZSX,Corliss Cosme,Won,2016-12-04,2017-03-20,513.0,,
Condax,,,,,,,,,,GTXPro,,,3W1K7X5F,Darcel Schlecht,Lost,2016-12-04,2017-03-09,0.0,,
Ron-tech,,,,,,,,,,GTX Plus Pro,,,45A57X68,Darcel Schlecht,Won,2016-12-04,2017-03-12,5522.0,,
Cancity,,,,,,,,,,MG Special,,,9SLYC4TR,Gladys Colclough,Won,2016-12-04,2017-03-09,56.0,,
Doncon,,,,,,,,,,GTXPro,,,JLWKWQYC,James Ascencio,Won,2016-12-04,2017-03-08,5673.0,,
Xx-holding,,,,,,,,,,GTX Basic,,,7QC6FOKW,Kami Bicknell,Won,2016-12-04,2017-03-10,598.0,,
Rangreen,,,,,,,,,,GTX Plus Pro,,,XA184CMW,Marty Freudenburg,Won,2016-12-04,2017-03-16,5787.0,,
Singletechno,,,,,,,,,,GTX Plus Basic,,,S0N7BYU3,Maureen Marcano,Won,2016-12-04,2017-03-08,1070.0,,
Donquadtech,,,,,,,,,,MG Advanced,,,6WOMHAJM,Boris Faz,Won,2016-12-05,2017-03-14,3677.0,,
Ontomedia,,,,,,,,,,GTX Plus Pro,,,G1QGATKV,Cassey Cress,Won,2016-12-05,2017-03-30,5425.0,,
,,,,,,,,,,GTX Plus Pro,,,UAE5ZC7O,Daniell Hammack,Engaging,2016-12-05,,,,
Yearin,,,,,,,,,,MG Advanced,,,6XFVQI32,Donn Cantrell,Won,2016-12-05,2017-03-23,3415.0,,
,,,,,,,,,,GTX Basic,,,JUCNIG4H,James Ascencio,Engaging,2016-12-05,,,,
Lexiqvolax,,,,,,,,,,GTX Plus Basic,,,OGD4MDJ9,Maureen Marcano,Won,2016-12-05,2017-03-21,891.0,,
Codehow,,,,,,,,,,GTX Basic,,,4NGBUZWJ,Lajuana Vencill,Won,2016-12-06,2017-03-12,609.0,,
Plusstrip,,,,,,,,,,MG Special,,,EFG5DGV5,Markita Hansen,Won,2016-12-06,2017-03-16,54.0,,
Labdrill,,,,,,,,,,GTX Plus Basic,,,82MM4H33,Zane Levy,Won,2016-12-06,2017-03-09,1049.0,,
Gekko & Co,,,,,,,,,,GTX Plus Basic,,,14PM641K,Cassey Cress,Won,2016-12-07,2017-03-07,1152.0,,
Plussunin,,,,,,,,,,MG Special,,,DSBGHOPN,Daniell Hammack,Lost,2016-12-07,2017-03-20,0.0,,
Umbrella Corporation,,,,,,,,,,GTXPro,,,1YSOZLHF,Daniell Hammack,Won,2016-12-07,2017-03-28,4799.0,,
dambase,,,,,,,,,,MG Special,,,E8RP9FRW,Gladys Colclough,Won,2016-12-07,2017-03-12,51.0,,
J-Texon,,,,,,,,,,MG Advanced,,,787IRG9Q,Hayden Neloms,Won,2016-12-07,2017-03-03,3426.0,,
Rangreen,,,,,,,,,,MG Special,,,0TUS4NAC,Jonathan Berthelot,Won,2016-12-07,2017-03-11,51.0,,
Finjob,,,,,,,,,,GTX Basic,,,FAJTQMUM,Kami Bicknell,Won,2016-12-07,2017-03-20,564.0,,
Isdom,,,,,,,,,,GTX Plus Pro,,,TWF0J0DF,Cecily Lampkin,Won,2016-12-08,2017-03-01,5882.0,,
Stanredtax,,,,,,,,,,GTXPro,,,ICMXZOVL,Daniell Hammack,Engaging,2016-12-08,,,,
Plussunin,,,,,,,,,,GTXPro,,,UQ14O415,Donn Cantrell,Won,2016-12-08,2017-03-20,5059.0,,
,,,,,,,,,,MG Advanced,,,IBEUTCSW,James Ascencio,Engaging,2016-12-08,,,,
,,,,,,,,,,GTX Plus Basic,,,O3KC8QI8,Kami Bicknell,Engaging,2016-12-08,,,,
Singletechno,,,,,,,,,,MG Advanced,,,BOJSLNDG,Kami Bicknell,Won,2016-12-08,2017-03-11,3388.0,,
,,,,,,,,,,GTX Plus Pro,,,WALNFJ70,Kary Hendrixson,Engaging,2016-12-08,,,,
Zoomit,,,,,,,,,,GTX Plus Pro,,,DASMR0EK,Markita Hansen,Won,2016-12-08,2017-03-10,5410.0,,
Zathunicon,,,,,,,,,,GTX Plus Basic,,,A76M0OOH,Reed Clapper,Won,2016-12-08,2017-03-28,978.0,,
Scotfind,,,,,,,,,,MG Special,,,E1VKE2PH,Vicki Laflamme,Won,2016-12-08,2017-03-26,54.0,,
Betatech,,,,,,,,,,MG Special,,,SKY95DVG,Anna Snelling,Lost,2016-12-09,2017-03-22,0.0,,
Bubba Gump,,,,,,,,,,GTX Basic,,,V5OK4V5I,Cassey Cress,Won,2016-12-09,2017-03-14,549.0,,
Mathtouch,,,,,,,,,,GTX Plus Basic,,,GJ4L5HHN,Corliss Cosme,Won,2016-12-09,2017-03-14,1034.0,,
Vehement Capital Partners,,,,,,,,,,GTXPro,,,9R8JWY3J,Donn Cantrell,Won,2016-12-09,2017-03-03,4998.0,,
Ontomedia,,,,,,,,,,MG Advanced,,,0EOFVU05,Donn Cantrell,Won,2016-12-09,2017-03-28,3421.0,,
Doncon,,,,,,,,,,GTX Plus Pro,,,HNHOPL7M,Kary Hendrixson,Won,2016-12-09,2017-03-04,5425.0,,
Dalttechnology,,,,,,,,,,MG Special,,,Y0NYI17R,Vicki Laflamme,Won,2016-12-09,2017-03-15,55.0,,
Silis,,,,,,,,,,MG Advanced,,,R4F4RGAL,Violet Mclelland,Won,2016-12-09,2017-03-14,3558.0,,
Plussunin,,,,,,,,,,GTXPro,,,MNVMY83P,Cassey Cress,Engaging,2016-12-10,,,,
Blackzim,,,,,,,,,,GTXPro,,,0ZHLQFGU,Kami Bicknell,Won,2016-12-10,2017-03-22,4839.0,,
Hottechi,,,,,,,,,,MG Special,,,40DPY158,Markita Hansen,Won,2016-12-10,2017-03-25,47.0,,
Fasehatice,,,,,,,,,,GTX Plus Basic,,,DP9E525R,Maureen Marcano,Won,2016-12-10,2017-03-24,1007.0,,
Inity,,,,,,,,,,MG Special,,,DBDUMQQK,Niesha Huffines,Won,2016-12-10,2017-03-24,48.0,,
Treequote,,,,,,,,,,MG Special,,,CNBN12RL,Versie Hillebrand,Won,2016-12-10,2017-03-07,49.0,,
Mathtouch,,,,,,,,,,GTX Basic,,,OXL0YWEE,Violet Mclelland,Won,2016-12-10,2017-03-18,504.0,,
,,,,,,,,,,MG Advanced,,,ZOBJHMAF,Cassey Cress,Engaging,2016-12-11,,,,
,,,,,,,,,,MG Special,,,KD6MB4AP,Elease Gluck,Engaging,2016-12-11,,,,
Finhigh,,,,,,,,,,GTX Basic,,,5CSSZJF4,Jonathan Berthelot,Won,2016-12-11,2017-03-21,543.0,,
Fasehatice,,,,,,,,,,GTX Plus Pro,,,0XG8TOJF,Kary Hendrixson,Lost,2016-12-11,2017-03-18,0.0,,
Fasehatice,,,,,,,,,,GTXPro,,,IIS0O91J,Kary Hendrixson,Won,2016-12-11,2017-03-28,5149.0,,
Treequote,,,,,,,,,,GTX Basic,,,2LP5SUR5,Lajuana Vencill,Lost,2016-12-11,2017-03-09,0.0,,
Blackzim,,,,,,,,,,GTX Plus Basic,,,PYZZ3IS6,Markita Hansen,Won,2016-12-11,2017-03-11,1043.0,,
Sumace,,,,,,,,,,GTX Plus Pro,,,5I4K5TQE,Cassey Cress,Lost,2016-12-12,2017-03-09,0.0,,
Condax,,,,,,,,,,GTX Basic,,,RV3LPOYP,James Ascencio,Won,2016-12-12,2017-03-29,437.0,,
,,,,,,,,,,MG Advanced,,,A194RP0I,Rosalina Dieter,Engaging,2016-12-12,,,,
Kinnamplus,,,,,,,,,,GTXPro,,,1HVNTEPV,Rosie Papadopoulos,Won,2016-12-12,2017-03-11,4465.0,,
Konex,,,,,,,,,,GTX Basic,,,LC85AQ1I,Vicki Laflamme,Won,2016-12-12,2017-03-18,443.0,,
Sumace,,,,,,,,,,MG Special,,,TBV972NP,Violet Mclelland,Lost,2016-12-12,2017-03-23,0.0,,
Betatech,,,,,,,,,,GTX Plus Pro,,,EJMX0EIJ,Darcel Schlecht,Won,2016-12-13,2017-03-20,4278.0,,
Kinnamplus,,,,,,,,,,MG Special,,,VR9NYBOV,Garret Kinder,Won,2016-12-13,2017-03-06,41.0,,
Isdom,,,,,,,,,,GTX Basic,,,3U25FK08,Jonathan Berthelot,Won,2016-12-13,2017-03-28,519.0,,
,,,,,,,,,,GTXPro,,,KV2OFRJT,Kami Bicknell,Engaging,2016-12-13,,,,
Kan-code,,,,,,,,,,GTX Basic,,,CRLK4Z1P,Maureen Marcano,Won,2016-12-13,2017-03-04,524.0,,
Singletechno,,,,,,,,,,GTX Basic,,,OGENAT0L,Zane Levy,Won,2016-12-13,2017-03-27,552.0,,
Konmatfix,,,,,,,,,,GTX Plus Basic,,,F57JWIDF,Gladys Colclough,Won,2016-12-14,2017-03-02,970.0,,
,,,,,,,,,,MG Advanced,,,ERFRHR3Z,Hayden Neloms,Engaging,2016-12-14,,,,
Hottechi,,,,,,,,,,GTX Plus Basic,,,J53D8EOL,Kary Hendrixson,Engaging,2016-12-14,,,,
Hatfan,,,,,,,,,,GTX Plus Basic,,,LF8JZ3Q5,Kary Hendrixson,Won,2016-12-14,2017-03-13,1046.0,,
Sunnamplex,,,,,,,,,,GTX Plus Basic,,,MRGBSMQ5,Kary Hendrixson,Won,2016-12-14,2017-03-14,988.0,,
Codehow,,,,,,,,,,GTX Basic,,,CBAV8ZJL,Lajuana Vencill,Won,2016-12-14,2017-03-22,547.0,,
,,,,,,,,,,GTX Basic,,,J32XDDAW,Markita Hansen,Engaging,2016-12-14,,,,
Singletechno,,,,,,,,,,GTXPro,,,NN4DWBVN,Maureen Marcano,Lost,2016-12-14,2017-03-04,0.0,,
Isdom,,,,,,,,,,MG Special,,,6JXHEZYK,Versie Hillebrand,Won,2016-12-14,2017-03-31,54.0,,
Silis,,,,,,,,,,MG Special,,,WDHNR2EI,Violet Mclelland,Won,2016-12-14,2017-03-20,57.0,,
Yearin,,,,,,,,,,MG Special,,,4K750D6F,Violet Mclelland,Won,2016-12-14,2017-03-18,55.0,,
Stanredtax,,,,,,,,,,GTX Plus Pro,,,94GI0ZJ7,Anna Snelling,Won,2016-12-15,2017-03-15,5765.0,,
Bioplex,,,,,,,,,,GTX Basic,,,TODG6DEK,Daniell Hammack,Won,2016-12-15,2017-03-16,639.0,,
Labdrill,,,,,,,,,,GTXPro,,,G0ECB8FS,Kary Hendrixson,Won,2016-12-15,2017-03-15,5100.0,,
,,,,,,,,,,MG Special,,,1ZDDZD8B,Markita Hansen,Engaging,2016-12-15,,,,
Fasehatice,,,,,,,,,,GTXPro,,,96MZYUY0,Vicki Laflamme,Won,2016-12-15,2017-03-07,4906.0,,
Genco Pura Olive Oil Company,,,,,,,,,,GTX Plus Pro,,,EZVKSQ9C,Boris Faz,Engaging,2016-12-16,,,,
Domzoom,,,,,,,,,,GTX Basic,,,RJYG004O,Daniell Hammack,Engaging,2016-12-16,,,,
Opentech,,,,,,,,,,GTX Plus Basic,,,JZOKHHWN,Donn Cantrell,Won,2016-12-16,2017-03-07,1037.0,,
Plexzap,,,,,,,,,,GTX Basic,,,EH6I67I0,James Ascencio,Won,2016-12-16,2017-03-15,537.0,,
Hatfan,,,,,,,,,,GTXPro,,,JUUXF02Z,Kary Hendrixson,Won,2016-12-16,2017-03-09,4694.0,,
Konmatfix,,,,,,,,,,GTX Basic,,,OT87JDWO,Lajuana Vencill,Won,2016-12-16,2017-03-24,560.0,,
dambase,,,,,,,,,,GTX Basic,,,YHKT6YJ7,Moses Frase,Won,2016-12-16,2017-03-13,589.0,,
Mathtouch,,,,,,,,,,GTX Basic,,,H78I3TAY,Reed Clapper,Won,2016-12-16,2017-03-14,493.0,,
Betatech,,,,,,,,,,MG Special,,,1ROC43JK,Versie Hillebrand,Won,2016-12-16,2017-03-08,50.0,,
Y-corporation,,,,,,,,,,GTX Basic,,,LPZLQL48,Vicki Laflamme,Won,2016-12-16,2017-03-28,492.0,,
,,,,,,,,,,GTX Basic,,,PYOFK7ZD,Cassey Cress,Engaging,2016-12-17,,,,
,,,,,,,,,,GTX Plus Pro,,,DWUXMAGZ,Corliss Cosme,Engaging,2016-12-17,,,,
Konex,,,,,,,,,,GTX Plus Basic,,,3KR50X38,Corliss Cosme,Won,2016-12-17,2017-03-13,1255.0,,
Statholdings,,,,,,,,,,GTX Basic,,,Q3WLHRE9,Darcel Schlecht,Won,2016-12-17,2017-03-04,463.0,,
Initech,,,,,,,,,,GTX Plus Basic,,,IX7UEOAP,Donn Cantrell,Lost,2016-12-17,2017-03-27,0.0,,
Zencorporation,,,,,,,,,,GTX Basic,,,NQU62K1H,Donn Cantrell,Won,2016-12-17,2017-03-12,605.0,,
Fasehatice,,,,,,,,,,GTX Plus Basic,,,NAQKOU0T,Hayden Neloms,Won,2016-12-17,2017-03-20,1315.0,,
Zumgoity,,,,,,,,,,GTX Basic,,,I3V3GUAI,Lajuana Vencill,Won,2016-12-17,2017-03-02,559.0,,
Rundofase,,,,,,,,,,GTX Basic,,,PN4VJDXY,Moses Frase,Won,2016-12-17,2017-03-28,557.0,,
Vehement Capital Partners,,,,,,,,,,MG Special,,,K9D4DQ3R,Rosie Papadopoulos,Won,2016-12-17,2017-03-02,48.0,,
Isdom,,,,,,,,,,GTX Plus Pro,,,9X6V79KE,Versie Hillebrand,Won,2016-12-17,2017-03-25,6282.0,,
,,,,,,,,,,MG Special,,,6SN2RQJX,Vicki Laflamme,Engaging,2016-12-17,,,,
Isdom,,,,,,,,,,MG Advanced,,,W1KLFNE4,Anna Snelling,Won,2016-12-18,2017-03-02,3246.0,,
,,,,,,,,,,MG Advanced,,,NKPH3EFG,Cassey Cress,Engaging,2016-12-18,,,,
Finhigh,,,,,,,,,,GTX Basic,,,GD2OCW12,Darcel Schlecht,Won,2016-12-18,2017-03-14,514.0,,
Silis,,,,,,,,,,GTX Plus Basic,,,6XO4RYXK,Donn Cantrell,Won,2016-12-18,2017-03-15,1132.0,,
Silis,,,,,,,,,,GTX Plus Pro,,,18Y7GRPW,Garret Kinder,Won,2016-12-18,2017-03-21,5918.0,,
Hottechi,,,,,,,,,,GTXPro,,,127ZPLXQ,Kary Hendrixson,Lost,2016-12-18,2017-03-18,0.0,,
Kan-code,,,,,,,,,,MG Special,,,U07C2HEG,Maureen Marcano,Lost,2016-12-18,2017-03-14,0.0,,
Hatfan,,,,,,,,,,MG Special,,,RNTOJ78L,Rosalina Dieter,Lost,2016-12-18,2017-03-13,0.0,,
Plexzap,,,,,,,,,,MG Special,,,N07K7DR7,Rosie Papadopoulos,Engaging,2016-12-18,,,,
Gogozoom,,,,,,,,,,MG Advanced,,,NLB4D5BQ,Versie Hillebrand,Won,2016-12-18,2017-03-24,2955.0,,
Fasehatice,,,,,,,,,,GTXPro,,,FCFDJIEZ,Vicki Laflamme,Won,2016-12-18,2017-03-21,3742.0,,
Initech,,,,,,,,,,MG Special,,,YZGDW4G1,Violet Mclelland,Won,2016-12-18,2017-03-14,64.0,,
Initech,,,,,,,,,,MG Advanced,,,G8AO5FA2,Wilburn Farren,Lost,2016-12-18,2017-03-27,0.0,,
Warephase,,,,,,,,,,GTK 500,,,125VIRMX,Elease Gluck,Engaging,2016-12-19,,,,
Scotfind,,,,,,,,,,GTX Plus Basic,,,LXXW3TRW,Elease Gluck,Won,2016-12-19,2017-03-18,1164.0,,
Singletechno,,,,,,,,,,MG Special,,,8KJ3H262,Elease Gluck,Won,2016-12-19,2017-03-07,65.0,,
Cancity,,,,,,,,,,GTX Plus Basic,,,88POGNEL,Gladys Colclough,Lost,2016-12-19,2017-03-07,0.0,,
Groovestreet,,,,,,,,,,GTX Basic,,,UYP3NNU6,Kami Bicknell,Won,2016-12-19,2017-03-16,441.0,,
Finhigh,,,,,,,,,,GTX Plus Basic,,,S1V8684Y,Marty Freudenburg,Lost,2016-12-19,2017-03-12,0.0,,
Hatfan,,,,,,,,,,GTXPro,,,MOPWEMB5,Vicki Laflamme,Won,2016-12-19,2017-03-16,4907.0,,
Isdom,,,,,,,,,,MG Advanced,,,L62MDI48,Anna Snelling,Lost,2016-12-20,2017-03-01,0.0,,
,,,,,,,,,,GTX Plus Basic,,,3ECHUPQY,Daniell Hammack,Engaging,2016-12-20,,,,
Codehow,,,,,,,,,,MG Advanced,,,3EL8D4WO,Darcel Schlecht,Won,2016-12-20,2017-03-25,3269.0,,
Kinnamplus,,,,,,,,,,GTX Basic,,,VOAN1NXG,Donn Cantrell,Won,2016-12-20,2017-03-12,579.0,,
Isdom,,,,,,,,,,GTX Basic,,,ALW92XQL,Gladys Colclough,Lost,2016-12-20,2017-03-25,0.0,,
Dalttechnology,,,,,,,,,,GTX Basic,,,TJ6ZA1M3,Kary Hendrixson,Lost,2016-12-20,2017-03-07,0.0,,
Xx-holding,,,,,,,,,,MG Special,,,FKAFO8O9,Kary Hendrixson,Won,2016-12-20,2017-03-31,51.0,,
Faxquote,,,,,,,,,,MG Special,,,1XBC7M9F,Markita Hansen,Won,2016-12-20,2017-03-08,64.0,,
Donware,,,,,,,,,,MG Special,,,8IXBS90G,Rosie Papadopoulos,Won,2016-12-20,2017-03-08,60.0,,
Ganjaflex,,,,,,,,,,GTX Plus Basic,,,2X45BEOS,Cassey Cress,Won,2016-12-21,2017-03-27,1186.0,,
Yearin,,,,,,,,,,MG Advanced,,,EQ8X0QTL,Corliss Cosme,Won,2016-12-21,2017-03-09,3577.0,,
Donquadtech,,,,,,,,,,GTX Plus Basic,,,5QD53WHF,Daniell Hammack,Won,2016-12-21,2017-03-07,1020.0,,
Blackzim,,,,,,,,,,GTXPro,,,K5CWSFCW,Elease Gluck,Engaging,2016-12-21,,,,
Zoomit,,,,,,,,,,MG Special,,,79EABK3X,Hayden Neloms,Won,2016-12-21,2017-03-23,53.0,,
Rundofase,,,,,,,,,,GTX Basic,,,2DKO9X1T,Jonathan Berthelot,Lost,2016-12-21,2017-03-10,0.0,,
Faxquote,,,,,,,,,,GTX Basic,,,IBDEQVBN,Kary Hendrixson,Lost,2016-12-21,2017-03-28,0.0,,
Sunnamplex,,,,,,,,,,GTXPro,,,QZ3VV4C1,Kary Hendrixson,Won,2016-12-21,2017-03-08,4719.0,,
Codehow,,,,,,,,,,GTX Basic,,,62AK8UWX,Moses Frase,Won,2016-12-21,2017-03-22,546.0,,
Domzoom,,,,,,,,,,GTX Plus Basic,,,5QM4ORNT,Niesha Huffines,Won,2016-12-21,2017-03-21,1212.0,,
,,,,,,,,,,GTX Basic,,,4H2QMS78,Vicki Laflamme,Engaging,2016-12-21,,,,
Sunnamplex,,,,,,,,,,GTX Basic,,,S91N9YBL,Vicki Laflamme,Lost,2016-12-21,2017-03-08,0.0,,
Bioholding,,,,,,,,,,GTX Plus Pro,,,44H0FJMH,Anna Snelling,Lost,2016-12-22,2017-03-27,0.0,,
Dontechi,,,,,,,,,,GTX Plus Pro,,,N5AZLQZR,Gladys Colclough,Won,2016-12-22,2017-03-14,5533.0,,
Finjob,,,,,,,,,,MG Advanced,,,4T295XQL,Kami Bicknell,Won,2016-12-22,2017-03-01,3295.0,,
Finjob,,,,,,,,,,MG Special,,,YFS5KLJJ,Rosalina Dieter,Won,2016-12-22,2017-03-31,45.0,,
Bioplex,,,,,,,,,,MG Special,,,S8GLKDB9,Violet Mclelland,Won,2016-12-22,2017-03-04,56.0,,
Opentech,,,,,,,,,,GTXPro,,,SQLYCFGV,Zane Levy,Engaging,2016-12-22,,,,
,,,,,,,,,,GTX Basic,,,EUG019AS,Corliss Cosme,Engaging,2016-12-23,,,,
Finhigh,,,,,,,,,,GTX Plus Basic,,,IE7VQ5BA,Daniell Hammack,Engaging,2016-12-23,,,,
Funholding,,,,,,,,,,GTXPro,,,01QKN578,Darcel Schlecht,Won,2016-12-23,2017-03-20,4247.0,,
Isdom,,,,,,,,,,MG Advanced,,,M0JKP0HT,Gladys Colclough,Won,2016-12-23,2017-03-13,3440.0,,
Plexzap,,,,,,,,,,GTXPro,,,ZC3KKSUK,James Ascencio,Won,2016-12-23,2017-03-02,5040.0,,
Cancity,,,,,,,,,,GTX Basic,,,3X8VLQ5G,Jonathan Berthelot,Won,2016-12-23,2017-03-12,469.0,,
Isdom,,,,,,,,,,MG Special,,,EZLXL6GL,Moses Frase,Won,2016-12-23,2017-03-07,58.0,,
Isdom,,,,,,,,,,MG Advanced,,,R8PEL8V8,Cecily Lampkin,Won,2016-12-24,2017-03-16,2955.0,,
Condax,,,,,,,,,,GTX Plus Pro,,,L1R32S8H,Corliss Cosme,Won,2016-12-24,2017-03-26,5228.0,,
Toughzap,,,,,,,,,,MG Advanced,,,J7N8J8NM,Darcel Schlecht,Won,2016-12-24,2017-03-14,3358.0,,
Green-Plus,,,,,,,,,,GTX Plus Pro,,,TO7PGVP1,Elease Gluck,Lost,2016-12-24,2017-03-29,0.0,,
Codehow,,,,,,,,,,GTX Basic,,,A051G1B4,Jonathan Berthelot,Won,2016-12-24,2017-03-31,517.0,,
Dontechi,,,,,,,,,,GTX Basic,,,NMDMM5YJ,Moses Frase,Won,2016-12-24,2017-03-03,615.0,,
Domzoom,,,,,,,,,,GTX Basic,,,LWPJEV3U,Niesha Huffines,Lost,2016-12-24,2017-03-10,0.0,,
Condax,,,,,,,,,,MG Special,,,I93ZFHEM,Versie Hillebrand,Won,2016-12-24,2017-03-08,62.0,,
Isdom,,,,,,,,,,GTX Plus Pro,,,B2VJCVBB,Darcel Schlecht,Won,2016-12-25,2017-03-13,4711.0,,
Kinnamplus,,,,,,,,,,GTXPro,,,F90O03ZH,Donn Cantrell,Lost,2016-12-25,2017-03-23,0.0,,
Yearin,,,,,,,,,,GTX Basic,,,PC78RLUX,Garret Kinder,Won,2016-12-25,2017-03-30,510.0,,
Warephase,,,,,,,,,,GTXPro,,,X6GL64T5,Gladys Colclough,Won,2016-12-25,2017-03-25,4891.0,,
Green-Plus,,,,,,,,,,GTX Plus Basic,,,OWM3BPGW,Hayden Neloms,Won,2016-12-25,2017-03-17,926.0,,
Betatech,,,,,,,,,,MG Special,,,RP5PS9A5,Lajuana Vencill,Won,2016-12-25,2017-03-10,56.0,,
Treequote,,,,,,,,,,GTX Basic,,,AI76U58A,Maureen Marcano,Engaging,2016-12-25,,,,
,,,,,,,,,,GTX Basic,,,KFPM2LJW,Rosalina Dieter,Engaging,2016-12-25,,,,
Ontomedia,,,,,,,,,,MG Special,,,F2PW7WP2,Violet Mclelland,Won,2016-12-25,2017-03-05,47.0,,
Rangreen,,,,,,,,,,GTX Basic,,,GK8YD2XW,Darcel Schlecht,Lost,2016-12-26,2017-03-23,0.0,,
Nam-zim,,,,,,,,,,GTX Plus Pro,,,U4LRR9E9,James Ascencio,Won,2016-12-26,2017-03-10,6490.0,,
Gogozoom,,,,,,,,,,MG Advanced,,,B00UMAV4,Kami Bicknell,Engaging,2016-12-26,,,,
,,,,,,,,,,GTXPro,,,C8TV7R8A,Kary Hendrixson,Engaging,2016-12-26,,,,
Treequote,,,,,,,,,,MG Advanced,,,9N55D1AH,Niesha Huffines,Won,2016-12-26,2017-03-02,3841.0,,
,,,,,,,,,,GTX Basic,,,2VCDVCIZ,Kary Hendrixson,Engaging,2016-12-27,,,,
Faxquote,,,,,,,,,,GTX Plus Pro,,,WI4PODA2,Kary Hendrixson,Won,2016-12-27,2017-03-15,5256.0,,
Kan-code,,,,,,,,,,MG Special,,,VF1V41RI,Markita Hansen,Lost,2016-12-27,2017-03-28,0.0,,
Sonron,,,,,,,,,,MG Advanced,,,1B4L7TNG,Markita Hansen,Lost,2016-12-27,2017-03-25,0.0,,
Conecom,,,,,,,,,,GTX Basic,,,MZAN11FT,Anna Snelling,Won,2016-12-28,2017-03-01,625.0,,
,,,,,,,,,,GTXPro,,,0U3WVJO0,Corliss Cosme,Engaging,2016-12-28,,,,
Warephase,,,,,,,,,,GTXPro,,,0IO00FNS,Darcel Schlecht,Lost,2016-12-28,2017-03-16,0.0,,
Conecom,,,,,,,,,,GTXPro,,,8S6TNXYB,Darcel Schlecht,Won,2016-12-28,2017-03-22,3952.0,,
,,,,,,,,,,GTX Basic,,,PMMW9JX3,Kary Hendrixson,Engaging,2016-12-28,,,,
Konex,,,,,,,,,,GTX Plus Pro,,,MOLGOSGE,Kary Hendrixson,Won,2016-12-28,2017-03-13,5515.0,,
Vehement Capital Partners,,,,,,,,,,MG Special,,,FA1VHZSV,Reed Clapper,Won,2016-12-28,2017-03-16,57.0,,
Konmatfix,,,,,,,,,,MG Special,,,PXQEX039,Versie Hillebrand,Won,2016-12-28,2017-03-28,51.0,,
Fasehatice,,,,,,,,,,MG Advanced,,,RX56S6G3,Vicki Laflamme,Won,2016-12-28,2017-03-13,3803.0,,
Rundofase,,,,,,,,,,GTX Plus Pro,,,G4F8W039,Anna Snelling,Won,2016-12-29,2017-03-27,5459.0,,
Stanredtax,,,,,,,,,,MG Advanced,,,4T31MWVO,Anna Snelling,Won,2016-12-29,2017-03-23,4148.0,,
,,,,,,,,,,GTX Plus Pro,,,2HT2R2GY,Cassey Cress,Engaging,2016-12-29,,,,
Ganjaflex,,,,,,,,,,GTX Plus Pro,,,83XN082U,Corliss Cosme,Won,2016-12-29,2017-03-23,5002.0,,
Gekko & Co,,,,,,,,,,MG Advanced,,,J21W3WIW,Corliss Cosme,Won,2016-12-29,2017-03-03,3351.0,,
Domzoom,,,,,,,,,,GTX Basic,,,52UPJFYI,Gladys Colclough,Won,2016-12-29,2017-03-19,571.0,,
Goodsilron,,,,,,,,,,GTX Basic,,,QOL51JIB,James Ascencio,Won,2016-12-29,2017-03-10,601.0,,
,,,,,,,,,,GTXPro,,,13GM5I6M,Kami Bicknell,Engaging,2016-12-29,,,,
Zoomit,,,,,,,,,,GTX Basic,,,93AGN8A6,Markita Hansen,Won,2016-12-29,2017-03-13,576.0,,
Funholding,,,,,,,,,,MG Special,,,J7UNJFJL,Marty Freudenburg,Won,2016-12-29,2017-03-03,52.0,,
Fasehatice,,,,,,,,,,GTX Plus Basic,,,A4H5ESTU,Maureen Marcano,Won,2016-12-29,2017-03-13,1185.0,,
Gekko & Co,,,,,,,,,,GTX Plus Basic,,,8EZ04VQB,Reed Clapper,Lost,2016-12-29,2017-03-28,0.0,,
Plexzap,,,,,,,,,,MG Special,,,4501T63I,Rosalina Dieter,Won,2016-12-29,2017-03-14,56.0,,
,,,,,,,,,,GTX Basic,,,9IA34L8S,Vicki Laflamme,Engaging,2016-12-29,,,,
Opentech,,,,,,,,,,MG Special,,,FPNGEJRC,Violet Mclelland,Won,2016-12-29,2017-03-29,54.0,,
Xx-holding,,,,,,,,,,GTXPro,,,S33WRL0Y,Zane Levy,Won,2016-12-29,2017-03-13,4818.0,,
